OTUID	LF-1.fq	LF-6.fq	B80-1.fq	B80-4.fq	LF-2.fq	LF-3.fq	B80-5.fq	B80-6.fq	B80-2.fq	LF-4.fq	LF-5.fq	B80-3.fq
361862	1	0	0	1	1	0	1	0	2	1	1	0
1098634	1	1	1	0	1	0	0	0	0	1	1	1
965853	4	4	5	2	0	5	0	2	4	2	1	2
208621	1	0	1	1	1	2	0	0	0	2	0	0
246078	3	1	2	1	3	5	4	2	2	3	2	3
4358176	1	0	0	0	0	0	0	0	0	0	0	0
17329	1	0	3	0	0	0	1	1	0	0	0	0
191973	3	4	6	1	0	13	8	5	4	3	2	5
569018	1	0	0	2	0	0	1	1	0	0	0	0
114587	12	9	7	4	2	7	5	4	8	8	9	2
960076	3	1	0	0	0	0	8	2	0	2	0	0
1522488	1	1	1	0	0	2	1	0	1	2	1	1
513102	3	8	5	1	2	4	6	3	9	8	9	3
655387	3	1	0	1	0	1	0	0	0	1	1	1
155467	1	0	5	2	2	4	1	2	0	2	0	0
4306897	1	0	0	0	0	0	0	1	0	0	0	0
508908	2	0	0	0	0	0	0	0	0	0	0	0
302965	1	0	0	0	0	0	0	0	0	0	0	0
544334	1	2	1	1	0	0	0	1	1	0	0	2
825112	2	1	1	2	3	11	1	2	4	2	2	2
552687	1	0	1	0	0	0	2	1	0	0	1	2
581775	3	0	1	0	2	1	1	2	3	2	3	0
89763	2	0	1	2	1	3	0	0	1	2	2	0
259774	2	0	3	6	1	3	4	1	1	3	1	2
4465540	2	1	7	3	0	2	4	5	3	0	3	2
514040	1	0	0	0	0	0	1	0	0	0	0	0
1141485	1	0	0	0	0	0	0	0	0	1	0	0
136478	1	8	3	8	13	1	4	7	7	10	5	10
324804	1	1	1	1	0	1	1	0	0	0	0	0
110066	3	5	7	10	13	11	6	4	5	8	3	6
74443	7	1	4	4	3	2	2	4	2	1	2	4
2345835	1	1	0	1	3	2	2	2	1	3	2	3
242184	1	2	1	0	0	2	2	0	1	0	4	0
3896028	1	1	0	1	0	0	0	0	0	1	0	0
1013500	2	2	0	0	0	3	0	0	0	2	2	0
113190	3	2	3	1	1	6	1	2	3	4	2	6
521994	1	0	0	0	0	0	0	0	0	0	0	0
582173	1	0	0	0	0	0	0	0	0	0	0	0
1119031	3	0	0	2	1	3	0	0	1	5	2	2
3627262	3	5	0	0	2	1	0	2	0	1	2	0
2177646	1	1	0	0	0	0	0	1	0	0	1	0
212724	1	0	0	0	0	0	0	0	0	0	0	0
4384911	1	1	3	1	6	6	3	5	1	5	1	1
4464602	1	0	0	0	0	0	0	0	2	0	0	1
838429	2	2	2	1	0	1	1	0	0	2	3	0
62965	1	2	0	0	3	0	0	0	0	0	0	0
562973	1	0	0	0	0	0	0	0	0	0	0	0
4290381	4	19	7	19	4	7	11	13	12	16	14	14
275701	2	0	1	1	0	1	0	0	0	1	0	1
4336569	4	9	1	2	5	8	4	2	2	7	6	6
729145	1	1	0	0	0	0	0	0	0	0	1	0
4481908	1	2	1	2	0	2	1	29	3	1	0	2
750263	1	0	0	0	0	0	0	0	0	0	0	0
566297	1	0	0	0	0	1	0	0	0	0	0	0
2834426	7	7	5	5	10	5	6	7	6	4	11	3
729697	5	3	1	2	1	2	3	1	3	6	1	0
2851419	4	9	7	15	4	8	5	6	8	10	10	4
551141	1	0	0	0	0	0	0	0	0	0	0	0
136151	2	2	2	5	4	3	8	2	2	2	5	1
586350	1	2	38	8	3	1	5	15	6	0	0	7
541432	1	0	0	0	0	0	0	0	2	1	0	0
824080	2	1	0	0	0	1	0	0	0	0	0	0
265051	1	0	0	0	0	0	0	0	0	0	0	0
4415366	1	0	1	0	0	0	0	0	1	2	1	0
1808779	4	1	2	3	2	4	0	0	1	1	2	3
4383641	1	0	0	0	0	0	0	0	0	0	0	0
571433	1	0	1	1	0	0	1	1	0	3	1	0
195864	3	2	1	0	2	0	2	2	1	0	2	1
3294232	1	0	1	1	2	2	2	2	1	4	3	0
1092802	1	0	0	0	0	0	0	0	0	0	0	0
3387602	1	0	0	0	0	0	0	0	0	0	0	1
113271	1	7	4	5	2	9	7	6	5	1	7	3
1121898	1	4	3	3	2	4	1	2	2	6	1	0
215388	2	2	0	0	0	1	1	1	0	1	1	0
273690	1	0	0	0	0	0	0	0	0	1	0	0
55946	2	16	6	5	9	16	17	5	7	1	9	4
622364	1	0	0	0	1	2	0	0	0	4	1	1
743633	2	2	6	4	0	2	0	1	4	3	0	1
550245	1	1	0	0	0	2	0	0	0	1	0	1
547658	2	2	4	3	3	2	16	4	5	5	2	8
821266	4	6	8	7	4	5	6	3	8	3	3	3
196123	1	0	0	0	1	0	0	0	1	0	0	0
1109647	3	4	0	1	0	3	0	0	0	5	8	0
665602	1	3	0	1	0	1	0	0	0	1	0	0
90217	2	12	0	0	0	2	0	0	0	0	0	2
4101333	2	1	1	1	0	0	4	0	0	0	1	0
818450	3	2	13	4	11	1	11	29	1	4	2	5
1023165	4	6	3	4	5	11	6	1	3	4	9	1
537430	1	0	0	0	0	0	0	0	0	0	0	1
242061	1	0	0	0	0	1	0	0	0	1	0	2
760263	1	0	0	0	0	0	0	0	0	0	1	0
552671	1	2	5	5	1	3	5	3	5	2	2	3
519625	2	5	1	3	0	0	0	1	0	0	0	5
4302793	1	0	0	1	0	1	1	0	2	0	0	1
511001	1	2	2	1	1	1	1	3	1	0	1	0
160786	1	1	0	1	0	1	0	0	0	0	2	1
549433	1	1	0	2	0	0	0	0	1	0	2	1
222755	1	1	2	2	0	2	0	2	1	1	0	0
1105744	3	8	3	6	3	8	2	7	3	5	4	4
2675747	1	2	1	2	0	1	2	3	0	1	0	0
816463	1	1	0	0	0	2	2	0	0	1	0	1
242454	1	3	2	0	0	1	0	1	0	0	1	0
552935	1	0	0	0	0	0	0	0	0	0	1	0
1104885	1	0	0	0	1	0	0	1	0	0	0	0
819976	4	3	1	0	0	1	0	0	0	2	1	0
110215	2	0	4	2	0	0	0	3	0	0	0	0
254690	2	0	0	1	1	0	1	2	1	1	0	0
748359	1	0	0	2	0	9	0	0	0	1	0	0
129508	1	0	0	0	0	0	0	0	0	0	0	0
4463932	1	0	0	0	0	0	1	0	0	0	0	0
4424705	3	1	9	5	2	1	18	14	4	2	5	9
114975	2	7	3	3	3	2	6	7	6	5	6	6
2426359	1	0	1	0	1	0	2	0	1	0	0	0
807843	2	1	0	1	3	5	0	1	1	3	2	0
978255	2	1	6	1	3	0	5	2	12	0	1	5
775409	3	0	2	4	2	7	0	1	3	5	2	1
309433	2	0	0	0	0	0	0	0	0	0	0	0
567336	4	5	10	2	5	2	4	2	6	1	3	7
574032	4	3	3	3	2	5	0	4	1	2	3	1
4306148	6	11	5	12	9	12	18	13	8	17	3	4
538435	1	0	1	0	0	0	1	0	1	1	0	0
570344	2	0	2	1	2	2	3	3	3	0	0	1
128177	2	9	3	7	5	9	1	2	1	4	6	2
2065980	2	7	3	2	1	5	0	1	0	8	2	0
582691	1	0	0	0	0	0	0	0	0	0	0	0
4392871	3	11	0	11	9	12	2	10	4	15	13	4
161579	1	0	0	0	0	0	0	0	0	1	0	0
938039	7	13	4	5	19	4	6	6	2	7	4	3
210587	1	1	0	0	1	1	1	0	0	0	2	1
156646	1	1	1	2	0	0	1	2	0	2	1	5
136135	3	1	1	3	0	1	0	0	1	1	0	0
4404465	1	0	0	0	0	0	0	0	0	0	0	0
213804	1	0	1	0	0	1	1	0	2	1	0	0
4393923	2	5	0	2	3	0	3	0	2	7	4	0
4339869	1	1	3	0	0	0	0	1	0	0	0	1
1896092	5	8	9	4	3	7	7	3	8	6	6	2
1144682	2	5	13	3	9	0	11	5	8	6	3	10
1069213	1	0	0	1	1	4	2	0	2	0	0	0
312081	1	0	0	0	0	0	0	0	0	0	0	0
4437411	1	3	0	1	2	3	1	2	1	4	1	1
580844	1	2	0	2	1	1	0	0	0	0	3	0
554498	2	1	1	1	1	3	2	1	2	0	1	1
110756	1	1	1	3	1	2	4	0	2	3	1	0
113309	3	16	4	7	3	18	4	3	8	12	18	5
704831	3	3	1	4	2	6	2	7	1	4	5	2
340084	1	0	1	0	1	1	0	0	0	0	0	0
166819	1	1	3	2	1	2	0	0	1	0	0	3
119515	1	2	3	5	2	5	5	2	7	6	4	5
362799	2	0	1	1	0	0	0	1	0	0	0	1
1500418	1	1	0	0	0	2	0	0	0	2	1	0
736771	5	8	2	8	15	16	12	10	6	20	12	4
387035	2	3	2	1	1	3	1	2	0	1	2	3
526168	2	6	1	6	2	4	2	3	3	9	8	5
810133	3	11	1	2	6	7	4	1	5	3	5	4
829012	1	0	0	0	0	0	0	1	0	0	0	0
628393	1	2	0	0	1	0	0	0	1	0	1	0
108008	2	2	0	0	1	1	0	0	0	0	0	0
743267	1	1	2	0	2	0	1	0	1	2	3	2
4467260	1	5	3	7	2	5	10	4	5	3	4	1
307872	1	2	0	1	1	1	0	0	0	2	1	0
217266	3	3	2	4	1	1	3	3	3	0	2	4
547362	5	0	0	0	1	1	0	0	0	1	0	0
111050	1	0	0	0	0	0	0	0	0	0	0	2
553551	3	2	8	3	1	1	4	2	4	4	0	4
538573	2	0	0	0	0	0	0	0	0	0	1	0
170843	1	2	0	0	0	2	0	1	2	2	1	0
3195989	1	1	0	1	2	0	1	0	0	0	0	0
571363	5	8	2	5	1	4	1	4	1	2	2	2
567399	1	1	0	4	1	10	0	1	0	5	0	1
4460363	1	0	0	0	0	0	0	0	0	1	2	0
2364698	3	1	1	0	0	1	0	0	1	0	1	0
554950	1	3	2	1	0	2	3	0	0	4	4	0
1060549	1	0	0	0	0	0	0	0	0	0	0	0
244657	1	0	1	0	0	0	1	2	1	0	2	0
4396041	1	2	0	1	0	0	0	1	1	0	1	0
4345885	1	1	1	2	0	6	4	2	2	3	2	0
1072854	4	0	0	0	2	2	2	0	2	0	2	1
3582363	1	1	2	2	0	1	0	2	0	7	1	3
93360	2	3	4	1	0	8	1	1	2	6	2	1
141861	6	17	3	7	11	19	9	9	5	15	13	5
253167	2	2	4	3	2	2	2	1	3	2	5	1
1032653	2	1	0	0	0	1	0	0	0	1	0	1
256276	2	11	0	1	6	0	0	4	0	0	1	1
4422388	1	2	2	1	0	1	2	1	0	0	0	4
105210	2	4	3	3	1	6	1	1	0	0	1	0
226306	6	15	1	5	5	4	3	4	2	3	3	4
4478148	1	3	6	2	0	0	2	8	5	1	1	7
4437938	1	5	0	0	1	1	1	0	0	0	0	0
246412	2	0	6	3	0	2	2	1	8	0	0	4
3386557	1	0	0	0	0	0	0	0	0	0	0	0
814817	1	0	1	0	0	2	0	0	0	2	0	0
831328	3	0	1	0	4	5	2	0	7	3	1	0
423795	6	1	2	4	4	5	1	2	4	6	4	7
752329	1	2	5	1	0	2	1	1	3	0	2	0
4381255	3	6	4	3	4	4	4	5	4	4	6	0
4431349	1	0	0	0	0	0	0	0	0	0	0	0
114244	1	1	0	3	0	1	0	0	1	0	5	0
676082	1	0	0	0	0	0	0	0	0	1	0	0
806393	5	13	0	7	7	6	6	5	5	7	8	3
4316722	2	4	0	1	3	1	3	2	4	4	3	2
1002658	1	0	0	0	0	1	0	0	0	1	2	1
4296793	2	4	1	1	1	2	14	3	9	1	1	4
732837	1	2	0	1	0	2	0	1	1	1	2	0
1085838	1	0	0	0	0	0	0	0	0	1	0	0
2336672	1	0	1	0	0	2	0	0	1	0	0	0
4376097	2	4	0	0	2	1	1	0	1	0	0	1
582813	2	3	0	0	0	1	0	2	1	1	1	0
824723	1	3	3	0	0	1	0	3	4	1	3	3
547630	1	2	2	1	4	1	0	1	0	1	0	0
4332298	3	6	1	5	1	4	2	4	3	2	3	8
770389	2	0	0	1	0	0	0	0	0	1	0	1
1138828	2	3	2	1	1	1	2	4	0	4	2	1
813649	3	4	4	3	9	1	5	3	2	6	3	7
205772	1	0	1	0	0	0	1	0	0	0	0	0
3162500	3	3	1	7	3	13	5	0	6	3	2	1
745122	1	1	0	2	0	0	1	0	0	0	1	1
1021233	4	6	0	5	1	2	2	0	4	1	1	2
4458184	2	1	0	0	2	2	0	1	2	3	3	1
4466549	1	1	0	0	0	0	0	0	0	1	1	2
4311072	3	0	0	2	1	0	0	0	1	0	2	1
241957	5	5	1	1	2	1	1	0	3	5	1	3
4369748	2	1	0	1	0	4	2	0	0	3	3	1
1142378	5	1	4	1	5	1	0	1	0	2	2	1
571178	1	0	1	0	0	0	0	0	0	0	0	0
331129	1	1	0	0	0	0	0	0	0	0	0	0
4377101	1	6	4	3	5	0	7	15	5	2	1	3
2273339	1	6	0	2	1	0	2	2	3	3	2	2
835594	2	1	5	1	0	1	3	0	4	1	1	3
4443757	1	0	0	0	0	0	0	0	0	0	1	0
3387402	1	1	1	2	2	2	1	0	0	2	2	2
985219	5	1	0	0	26	0	0	1	1	0	0	0
1689895	3	0	19	1	1	1	10	1	4	0	0	2
242598	1	0	0	0	0	0	0	0	0	0	1	0
1111050	1	1	1	1	0	0	0	1	0	2	0	1
4401164	1	1	0	0	0	2	0	0	0	0	1	1
4301045	1	2	0	0	1	0	0	0	1	2	1	0
576498	1	0	0	0	0	0	0	1	0	0	0	0
817714	7	9	21	13	9	6	38	7	21	6	11	12
814805	1	0	0	0	0	0	0	0	0	0	0	0
1059762	2	0	0	1	2	0	1	1	0	1	0	0
280706	1	0	0	0	0	0	0	0	1	0	0	0
2458172	1	2	6	0	5	1	1	2	4	0	1	4
510987	1	1	0	0	0	0	0	0	0	0	0	0
1144738	1	1	0	0	0	0	0	0	0	0	0	0
1144154	1	0	0	0	0	0	0	0	0	1	0	0
4451432	3	5	3	8	0	8	0	1	4	10	2	3
141786	3	7	4	5	6	7	7	11	8	5	8	7
712677	1	0	0	0	1	1	0	1	0	0	0	0
968464	2	1	2	1	0	4	1	0	0	0	2	4
825612	3	1	2	2	1	1	1	0	2	2	0	1
209595	1	2	1	0	0	0	0	1	1	1	1	0
213088	1	1	1	0	0	3	1	0	1	0	1	1
318255	1	1	1	0	1	0	0	1	0	0	1	0
866365	1	8	45	22	12	5	25	41	26	2	3	65
4138911	1	1	0	0	0	2	1	0	0	1	0	2
109149	2	3	0	0	0	0	1	0	0	0	0	0
1120320	1	0	0	0	0	1	0	0	0	0	0	0
1114702	2	3	2	1	3	1	2	0	0	7	3	0
4337833	3	1	3	1	0	5	0	1	0	3	2	1
128220	2	0	0	0	2	1	1	2	1	0	0	0
3501894	1	3	1	4	0	2	2	2	2	2	1	1
813043	3	2	1	2	0	1	2	0	0	1	3	1
570112	3	2	11	5	2	9	5	4	14	1	6	5
207866	2	1	3	2	1	8	1	2	0	3	1	2
4420559	2	2	0	0	0	1	0	0	0	0	0	0
253380	2	0	0	0	0	0	0	0	0	0	0	0
247509	2	2	1	1	1	1	2	1	0	1	4	0
1116232	3	9	1	1	6	8	4	0	2	6	4	2
610753	1	2	0	2	0	8	3	1	6	3	0	5
972343	5	4	7	1	1	14	4	0	11	2	0	5
824502	2	0	0	0	0	0	0	0	0	1	1	3
4402862	2	4	3	2	0	4	6	2	6	3	1	3
239940	2	5	1	5	1	5	1	2	3	5	0	3
253744	1	1	1	0	0	0	0	0	1	0	0	0
1081815	1	0	0	2	2	6	1	0	1	1	1	2
4408820	1	0	0	0	0	0	0	0	0	0	0	0
4365306	1	1	0	0	0	0	2	0	0	0	0	1
983373	3	4	1	1	1	4	2	1	2	2	2	0
4326246	2	0	0	0	0	0	1	0	0	0	0	0
319505	1	0	0	0	0	0	0	0	0	0	0	0
511182	1	3	3	9	1	9	6	2	5	7	5	0
2447176	1	4	1	3	1	3	3	3	1	5	1	2
510406	2	0	1	0	0	1	0	3	0	0	0	0
4329378	9	4	3	3	0	8	4	2	1	5	2	4
4464809	1	4	4	1	0	2	2	1	0	3	1	1
839235	1	4	2	1	2	1	1	2	3	5	0	4
136417	3	8	5	6	5	9	3	9	3	5	3	7
363198	2	0	1	0	0	1	0	0	0	0	0	0
817067	2	2	2	1	0	6	1	0	0	0	3	3
4309997	1	0	0	1	0	0	0	0	3	0	0	0
581900	1	0	0	0	0	0	0	0	0	0	0	0
928574	1	0	0	0	2	0	0	7	0	0	0	0
510182	1	9	4	4	2	4	2	3	4	6	6	2
796555	1	0	1	0	0	0	1	1	0	0	0	0
1119329	2	1	1	1	1	2	0	2	0	1	1	0
765406	1	1	0	3	3	0	1	2	2	0	3	0
605730	3	2	0	0	0	5	1	0	1	5	7	0
565564	4	16	3	5	5	6	4	2	5	14	10	0
882963	2	9	2	2	1	4	5	3	3	4	6	3
979643	2	2	0	3	2	3	3	7	1	0	0	3
223696	1	1	0	0	1	1	0	2	0	1	0	0
564412	1	0	0	1	0	0	0	0	0	0	0	0
807901	1	1	0	1	1	1	0	0	1	0	0	0
3616120	1	0	0	0	0	3	0	0	0	2	0	1
684669	1	0	0	0	0	0	0	0	0	0	0	0
561587	1	0	0	0	0	0	0	0	0	0	0	0
1074543	1	1	0	2	1	1	0	0	0	2	0	0
110291	2	1	2	0	0	2	0	1	1	1	3	3
328483	1	1	0	0	0	0	0	0	1	0	0	0
4416927	1	0	2	0	0	0	4	0	2	0	0	0
353491	4	2	11	5	1	2	1	6	5	2	2	7
163345	1	8	4	1	1	4	6	2	8	3	4	7
1625696	2	0	0	0	0	0	0	0	1	1	0	1
4463769	2	6	1	1	2	8	6	3	4	11	0	1
561472	1	0	0	0	0	0	0	0	1	1	1	1
4313541	3	0	2	0	0	1	0	0	3	0	2	0
740817	2	2	0	3	2	0	2	3	0	1	1	3
542445	3	11	14	11	18	2	10	9	17	13	5	19
562919	1	2	0	3	0	0	2	1	0	1	1	2
959372	2	2	0	1	2	4	3	2	3	6	2	2
581933	1	0	0	0	0	1	1	0	0	0	1	0
4424963	1	4	3	7	3	4	2	1	0	5	1	1
222744	1	0	0	0	0	0	0	0	0	0	0	0
2349208	1	0	0	0	0	0	0	0	0	0	0	0
589243	1	0	0	0	0	0	0	0	0	0	0	0
207082	5	2	4	3	4	3	1	3	3	3	5	3
560895	1	0	0	0	0	0	0	0	0	0	0	0
328458	1	0	0	0	0	0	0	0	0	0	0	0
589212	3	1	0	0	1	0	2	0	0	2	2	0
4455981	1	0	0	2	0	0	0	0	0	0	0	0
259157	7	0	10	4	2	8	2	1	1	9	3	3
559678	2	1	1	0	1	1	0	2	0	0	0	0
216470	3	9	4	3	4	15	2	3	3	10	8	2
4328471	2	1	0	5	1	4	2	2	1	2	0	1
312987	1	1	1	3	0	1	1	1	1	0	0	0
512867	5	1	0	3	0	1	0	0	0	2	2	0
101542	2	6	3	0	4	6	3	0	0	1	1	1
1856808	2	4	0	1	6	3	4	1	2	4	2	3
4389636	3	0	2	1	2	4	1	1	1	4	0	1
808452	2	1	1	0	2	2	0	1	0	0	2	0
562332	2	7	3	5	1	10	1	3	1	5	3	2
752354	1	0	0	0	0	0	0	0	0	0	0	0
959590	3	4	6	1	0	5	3	2	2	3	2	3
805777	1	0	0	0	0	1	2	2	0	2	0	0
88178	1	0	1	0	0	0	0	0	0	0	0	0
240293	4	13	2	11	4	13	4	1	3	9	13	5
551109	1	0	0	1	1	0	4	0	2	0	0	3
875985	1	0	0	1	0	0	1	0	0	0	0	0
558079	1	0	0	0	0	1	2	1	0	0	0	1
274091	1	0	0	0	0	0	1	1	0	1	0	0
4375291	1	1	0	0	0	0	1	0	1	0	1	0
278371	2	0	3	11	1	2	1	1	3	5	3	1
938948	1	0	0	0	0	0	0	0	0	0	0	0
4370984	1	0	0	0	0	0	0	1	0	0	0	0
1118704	2	1	0	1	0	0	0	0	0	0	0	0
918840	2	0	2	1	1	1	1	1	2	5	1	0
270229	1	0	0	0	0	1	0	0	0	0	0	0
587789	1	1	2	2	0	3	5	1	1	2	0	1
4371078	1	3	4	4	2	1	3	3	0	2	1	2
79038	4	7	1	3	3	4	2	2	5	2	2	1
586712	2	0	1	0	0	1	1	1	2	1	2	1
1106471	7	3	20	6	7	13	12	4	17	12	7	16
1144575	1	1	0	0	0	0	0	0	0	0	0	0
4390206	2	5	5	8	7	5	11	5	9	4	3	6
572643	1	1	0	2	2	0	1	1	2	1	3	3
501795	1	2	0	1	0	1	1	1	1	0	1	0
134262	1	0	0	0	0	0	0	0	0	0	0	0
3697600	1	3	2	0	0	2	2	0	2	2	0	3
4452721	1	0	0	0	0	0	0	0	0	0	0	0
1140357	2	0	2	2	2	5	1	1	2	3	0	0
681669	1	0	0	0	0	1	0	0	1	0	3	0
138124	1	0	0	0	0	0	0	0	0	0	0	0
891898	5	0	1	2	0	0	0	1	0	3	2	0
1287	1	0	0	0	0	0	0	0	2	0	0	0
237290	1	0	0	3	0	0	0	2	0	0	0	0
1792753	4	1	0	2	0	3	2	0	2	3	0	0
538368	2	0	2	0	0	2	0	2	0	2	0	2
817388	1	0	0	0	0	0	0	0	0	0	1	5
859722	2	4	1	1	1	0	0	0	0	2	0	0
275097	2	2	0	0	1	1	1	3	2	1	0	2
580578	3	1	1	3	3	0	2	2	0	0	0	1
4448095	2	0	2	1	2	2	0	0	1	5	2	0
1085018	1	0	0	0	0	0	0	0	0	0	0	0
4469134	1	8	3	0	0	1	1	0	1	1	0	2
103877	1	3	1	1	1	3	1	0	2	3	1	1
550712	1	0	1	0	0	1	0	0	0	0	0	0
17112	2	1	0	0	0	0	0	1	0	0	0	0
2770490	1	0	2	0	0	0	0	2	0	0	0	3
576653	2	0	0	0	0	0	2	0	0	2	0	0
968261	4	3	5	4	1	11	1	2	2	1	3	4
822205	3	4	4	5	3	0	11	5	6	5	3	3
533113	5	2	1	0	2	4	2	0	0	2	7	0
172228	1	0	0	0	0	0	3	0	1	2	2	0
4339417	1	4	1	3	0	7	1	0	1	5	2	3
320758	1	1	0	1	0	2	0	0	0	1	0	0
546967	1	6	3	1	6	9	5	3	5	5	5	1
813469	1	0	0	0	0	0	0	5	0	0	0	0
2846808	8	3	5	6	2	1	4	3	1	0	3	7
571709	1	1	0	0	1	0	0	0	0	1	0	0
4372918	1	1	0	0	0	1	0	0	0	0	0	0
4349122	1	4	2	3	1	4	1	1	3	4	2	1
4361861	1	0	0	0	0	0	0	0	0	0	0	0
810595	2	3	0	2	0	1	3	0	0	2	1	1
4355925	4	2	1	2	1	7	1	1	0	2	2	3
145732	1	1	2	3	2	1	1	1	0	1	1	4
248695	1	1	0	0	0	0	0	2	0	1	0	1
4417095	3	1	0	3	0	1	4	2	0	4	4	0
590266	3	2	5	0	0	0	0	0	1	6	0	9
2969888	2	2	1	1	2	2	2	2	2	2	1	1
768898	1	0	1	2	0	1	0	2	1	0	0	0
1137534	2	1	1	0	0	0	2	0	2	1	0	0
205900	1	0	1	1	1	1	0	0	1	0	1	0
361839	2	1	0	0	0	3	0	0	0	3	4	0
4462801	1	0	2	0	1	0	1	1	1	0	1	0
4362383	1	0	0	0	0	0	0	0	0	0	0	0
182111	1	1	0	0	0	0	0	1	0	0	0	0
222581	1	0	0	1	0	0	1	0	1	1	0	1
2164590	1	0	0	1	0	1	0	1	0	0	0	0
984280	1	0	0	2	0	1	2	0	0	3	0	0
296082	1	0	0	0	0	0	0	0	0	0	0	0
248170	1	0	0	0	0	0	0	0	0	0	0	0
834424	1	0	0	0	0	0	0	1	0	0	0	0
2551961	2	3	1	4	3	4	11	6	9	5	5	2
113341	1	6	0	4	1	2	3	6	1	1	2	1
1104437	2	5	1	11	1	4	2	1	4	3	6	3
1546868	3	2	0	2	0	4	2	2	0	6	4	2
648540	1	0	0	0	0	0	0	0	0	0	0	0
943138	4	0	1	0	0	3	0	0	1	0	4	0
606670	3	4	2	1	0	2	1	1	0	2	0	1
555816	1	1	0	1	0	2	0	0	1	1	1	0
144875	1	0	0	3	0	0	0	1	0	1	0	1
952203	3	0	2	5	1	0	1	0	1	0	0	1
215692	3	3	2	1	0	2	0	1	1	3	3	1
343242	1	1	1	0	0	1	1	0	0	1	0	2
565226	1	1	0	0	0	1	0	0	0	0	2	0
1024572	2	1	1	1	1	0	1	1	0	0	0	0
4479916	1	2	0	0	0	0	0	0	0	0	0	1
3307653	1	0	0	1	0	3	0	0	2	0	0	0
4416974	1	3	0	0	4	4	0	3	2	4	3	3
256241	2	2	0	0	0	1	0	0	1	0	0	0
171478	1	1	0	2	0	0	1	0	2	0	0	0
1792751	1	10	1	6	5	1	3	2	3	3	1	5
101320	2	2	3	2	1	0	5	9	2	1	2	3
654510	1	0	0	0	0	0	0	0	0	0	0	0
112949	2	1	1	0	1	0	2	0	0	1	0	3
4408889	1	3	1	3	0	1	0	1	1	2	0	2
4395995	2	0	7	2	2	0	3	23	10	0	1	10
533467	1	0	0	0	0	0	0	1	0	1	0	0
511366	2	0	0	0	0	1	0	0	0	1	0	0
328710	1	2	0	0	1	2	1	1	0	2	1	1
1138326	1	3	17	3	2	5	4	2	6	3	2	12
245345	1	0	0	0	0	0	0	0	0	0	0	0
518697	2	2	1	4	5	2	4	5	1	4	2	1
331752	1	0	0	0	0	1	0	0	0	0	1	2
3288891	1	0	0	0	0	0	0	0	0	1	0	0
4361146	3	3	1	0	4	2	4	1	3	5	2	4
4324357	1	0	0	0	0	0	0	0	0	0	0	0
817141	1	0	0	0	0	0	0	0	0	0	0	0
331647	2	1	0	1	1	1	1	2	0	0	0	0
689602	1	0	0	0	0	1	0	0	1	0	1	0
336745	5	3	2	2	5	5	2	0	1	5	1	1
4348509	1	0	0	1	1	6	0	0	0	2	0	0
831809	3	1	0	3	1	1	1	0	1	2	5	0
128171	1	0	0	1	1	1	3	3	2	0	0	0
4334383	2	9	1	4	3	8	13	11	5	6	9	5
159838	1	1	3	0	0	0	0	0	0	0	0	0
114100	1	0	2	2	0	2	0	0	1	1	2	0
4413728	2	8	16	12	5	4	1	7	6	10	7	5
828146	1	1	0	0	1	1	1	0	1	0	0	0
2065775	1	2	0	0	0	1	1	1	0	2	0	0
136485	3	1	3	0	0	0	2	0	0	0	0	0
113607	1	0	0	1	0	0	3	0	3	3	1	0
223684	2	0	1	1	0	1	0	1	3	0	2	0
216128	1	0	0	0	0	0	0	0	0	0	0	0
4461434	1	2	0	0	0	0	0	0	0	0	1	0
1107985	2	3	4	2	0	0	1	2	4	4	1	0
167755	4	3	5	5	5	1	1	3	6	1	3	3
758928	1	11	3	11	7	30	12	6	8	9	9	3
239206	1	0	1	1	0	1	0	0	0	0	0	0
352324	4	0	0	0	1	1	1	1	2	1	2	1
4428771	1	2	0	5	2	0	3	0	1	2	2	1
122054	1	0	0	0	0	0	0	0	0	0	0	0
825152	1	0	0	0	0	0	0	0	0	0	0	0
555553	2	1	1	0	1	3	3	0	1	1	1	1
65412	1	0	1	0	0	0	0	1	0	0	0	0
509622	4	2	2	1	2	2	5	5	3	1	6	6
856108	1	0	0	0	0	0	0	0	0	0	0	1
124653	1	0	2	3	1	0	2	0	1	0	0	1
247387	1	0	1	0	0	0	1	0	1	0	0	0
4298720	1	0	2	2	0	3	0	0	0	0	0	0
1116330	1	4	0	1	2	5	0	0	1	2	1	0
523140	1	0	0	0	0	0	0	0	0	0	0	0
2496608	1	0	0	0	0	2	0	0	0	0	0	0
241564	5	9	2	5	2	5	2	1	5	9	6	4
150676	1	0	0	0	0	0	0	0	0	0	0	0
4442627	1	4	1	4	5	9	4	3	5	4	3	3
821468	1	1	0	1	0	0	3	0	0	1	1	0
2669168	1	1	0	0	1	0	0	1	0	0	2	0
2429421	1	1	2	0	0	0	0	1	0	0	0	0
530861	2	3	4	0	1	2	5	1	2	2	0	1
225406	2	2	2	3	1	1	0	0	1	1	1	1
1093690	3	10	8	15	4	4	17	6	7	9	6	4
816208	3	4	0	1	0	4	0	1	1	3	2	1
751862	1	1	1	1	0	0	0	0	2	3	1	3
4446113	1	0	0	1	0	0	1	1	1	0	0	0
336298	1	1	0	3	1	3	0	2	0	0	5	4
730661	1	4	7	2	0	0	2	10	0	1	0	0
3581990	2	0	4	1	0	3	1	1	2	1	1	1
